date,state,fips,cases,deaths,daily_new_cases,daily_new_deaths
2021-05-08,Florida,12,2266567,35699,3977.0,65.0
2021-05-09,Florida,12,2269798,35730,3231.0,31.0
2021-05-10,Florida,12,2272094,35782,2296.0,52.0
2021-05-11,Florida,12,2275357,35830,3263.0,48.0
2021-05-12,Florida,12,2278541,35881,3184.0,51.0
2021-05-13,Florida,12,2282605,35928,4064.0,47.0
2021-05-14,Florida,12,2286195,35999,3590.0,71.0
2021-05-15,Florida,12,2289514,36055,3319.0,56.0
2021-05-16,Florida,12,2291996,36074,2482.0,19.0
2021-05-17,Florida,12,2293972,36132,1976.0,58.0
2021-05-18,Florida,12,2296777,36226,2805.0,94.0
2021-05-19,Florida,12,2299588,36270,2811.0,44.0
2021-05-20,Florida,12,2302481,36346,2893.0,76.0
2021-05-21,Florida,12,2304852,36440,2371.0,94.0
2021-05-22,Florida,12,2308258,36462,3406.0,22.0
2021-05-23,Florida,12,2310327,36473,2069.0,11.0
2021-05-24,Florida,12,2311933,36500,1606.0,27.0
2021-05-25,Florida,12,2313807,36580,1874.0,80.0
2021-05-26,Florida,12,2316134,36646,2327.0,66.0
2021-05-27,Florida,12,2318472,36732,2338.0,86.0
2021-05-28,Florida,12,2320810,36773,2338.0,41.0
2021-06-01,Florida,12,2326747,36868,5937.0,95.0
2021-06-02,Florida,12,2327981,36923,1234.0,55.0
2021-06-03,Florida,12,2329859,36972,1878.0,49.0
2021-06-04,Florida,12,2289332,36985,-40527.0,13.0
2021-06-07,Florida,12,2294049,37025,4717.0,40.0
2021-06-08,Florida,12,2295233,37025,1184.0,0.0
2021-06-09,Florida,12,2296823,37161,1590.0,136.0
2021-06-10,Florida,12,2298549,37206,1726.0,45.0
2021-06-11,Florida,12,2300786,37265,2237.0,59.0
2021-06-13,Florida,12,2302684,37265,1898.0,0.0
2021-06-14,Florida,12,2304918,37330,2234.0,65.0
2021-06-15,Florida,12,2305909,37393,991.0,63.0
2021-06-16,Florida,12,2307628,37448,1719.0,55.0
2021-06-17,Florida,12,2309254,37448,1626.0,0.0
2021-06-18,Florida,12,2310881,37555,1627.0,107.0
2021-06-21,Florida,12,2314559,37585,3678.0,30.0
2021-06-22,Florida,12,2316238,37656,1679.0,71.0
2021-06-23,Florida,12,2318122,37678,1884.0,22.0
2021-06-24,Florida,12,2320057,37705,1935.0,27.0
2021-06-25,Florida,12,2321929,37772,1872.0,67.0
2021-06-29,Florida,12,2327165,37836,5236.0,64.0
2021-06-30,Florida,12,2329484,37877,2319.0,41.0
2021-07-01,Florida,12,2331916,37913,2432.0,36.0
2021-07-02,Florida,12,2337613,37985,5697.0,72.0
2021-07-07,Florida,12,2346819,37985,9206.0,0.0
2021-07-08,Florida,12,2350730,38097,3911.0,112.0
2021-07-09,Florida,12,2361360,38157,10630.0,60.0
2021-07-13,Florida,12,2376643,38211,15283.0,54.0
2021-07-14,Florida,12,2383068,38282,6425.0,71.0
2021-07-15,Florida,12,2390079,38327,7011.0,45.0
2021-07-16,Florida,12,2406809,38388,16730.0,61.0
2021-07-17,Florida,12,2406809,38395,0.0,7.0
2021-07-20,Florida,12,2430826,38422,24017.0,27.0
2021-07-21,Florida,12,2439814,38480,8988.0,58.0
2021-07-22,Florida,12,2452461,38566,12647.0,86.0
2021-07-23,Florida,12,2479975,38670,27514.0,104.0
2021-07-27,Florida,12,2518296,38748,38321.0,78.0
2021-07-28,Florida,12,2534334,38840,16038.0,92.0
2021-07-29,Florida,12,2551923,38896,17589.0,56.0
2021-07-30,Florida,12,2590699,39079,38776.0,183.0
2021-08-03,Florida,12,2641696,39179,50997.0,100.0
2021-08-04,Florida,12,2658631,39319,16935.0,140.0
2021-08-05,Florida,12,2678764,39403,20133.0,84.0
2021-08-06,Florida,12,2725450,39695,46686.0,292.0
2021-08-09,Florida,12,2725450,39934,0.0,239.0
2021-08-10,Florida,12,2782060,40167,56610.0,233.0
2021-08-11,Florida,12,2806813,40171,24753.0,4.0
2021-08-12,Florida,12,2827469,40528,20656.0,357.0
2021-08-13,Florida,12,2877214,40766,49745.0,238.0
2021-08-14,Florida,12,2877393,40766,179.0,0.0
2021-08-16,Florida,12,2933429,41123,56036.0,357.0
2021-08-17,Florida,12,2955098,41130,21669.0,7.0
2021-08-18,Florida,12,2978433,41138,23335.0,8.0
2021-08-19,Florida,12,2994019,41937,15586.0,799.0
2021-08-20,Florida,12,3027954,42252,33935.0,315.0
2021-08-21,Florida,12,3040590,42252,12636.0,0.0
2021-08-23,Florida,12,3082733,42716,42143.0,464.0
2021-08-24,Florida,12,3103941,42722,21208.0,6.0
2021-08-25,Florida,12,3130144,42731,26203.0,9.0
2021-08-26,Florida,12,3151909,43632,21765.0,901.0
2021-08-27,Florida,12,3179714,43979,27805.0,347.0
2021-08-28,Florida,12,3200682,43979,20968.0,0.0
2021-08-30,Florida,12,3231846,44553,31164.0,574.0
2021-08-31,Florida,12,3250454,44561,18608.0,8.0
2021-09-01,Florida,12,3269502,44571,19048.0,10.0
2021-09-02,Florida,12,3291225,45909,21723.0,1338.0
2021-09-03,Florida,12,3308916,46324,17691.0,415.0
2021-09-07,Florida,12,3364998,46973,56082.0,649.0
2021-09-08,Florida,12,3378772,46977,13774.0,4.0
2021-09-09,Florida,12,3391158,48273,12386.0,1296.0
2021-09-10,Florida,12,3409165,48772,18007.0,499.0
2021-09-11,Florida,12,3418160,48772,8995.0,0.0
2021-09-13,Florida,12,3442090,48772,23930.0,0.0
2021-09-14,Florida,12,3453390,49254,11300.0,482.0
2021-09-15,Florida,12,3464113,49257,10723.0,3.0
2021-09-16,Florida,12,3473873,50811,9760.0,1554.0
2021-09-17,Florida,12,3485163,51240,11290.0,429.0
2021-09-18,Florida,12,3494954,51240,9791.0,0.0
2021-09-20,Florida,12,3503976,51884,9022.0,644.0
2021-09-21,Florida,12,3517177,51889,13201.0,5.0
2021-09-22,Florida,12,3527250,51892,10073.0,3.0
2021-09-23,Florida,12,3531465,53105,4215.0,1213.0
2021-09-24,Florida,12,3539272,53580,7807.0,475.0
2021-09-25,Florida,12,3546292,53580,7020.0,0.0
2021-09-27,Florida,12,3555096,54063,8804.0,483.0
2021-09-28,Florida,12,3560152,54067,5056.0,4.0
2021-09-29,Florida,12,3565971,54071,5819.0,4.0
2021-09-30,Florida,12,3570752,55009,4781.0,938.0
2021-10-01,Florida,12,3576581,55299,5829.0,290.0
2021-10-02,Florida,12,3581027,55299,4446.0,0.0
2021-10-04,Florida,12,3586802,55619,5775.0,319.0
2021-10-05,Florida,12,3590400,55622,3598.0,3.0
2021-10-06,Florida,12,3594182,55625,3782.0,3.0
2021-10-07,Florida,12,3597731,56407,3549.0,782.0
2021-10-08,Florida,12,3601755,56667,4024.0,260.0
2021-10-09,Florida,12,3604846,56667,3091.0,0.0
2021-10-12,Florida,12,3611767,57300,6921.0,633.0
2021-10-13,Florida,12,3614272,57303,2505.0,3.0
2021-10-14,Florida,12,3617649,57711,3377.0,408.0
2021-10-15,Florida,12,3620562,57859,2913.0,148.0
2021-10-16,Florida,12,3623046,57859,2484.0,0.0
2021-10-18,Florida,12,3626142,58142,3096.0,283.0
2021-10-19,Florida,12,3628264,58143,2122.0,1.0
2021-10-20,Florida,12,3630835,58143,2571.0,0.0
2021-10-21,Florida,12,3633097,58608,2262.0,465.0
2021-10-22,Florida,12,3635126,58803,2029.0,195.0
2021-10-25,Florida,12,3639280,58933,4154.0,130.0
2021-10-26,Florida,12,3641304,58933,2024.0,0.0
2021-10-27,Florida,12,3643191,58933,1887.0,0.0
2021-10-28,Florida,12,3645212,59495,2021.0,562.0
2021-10-29,Florida,12,3647277,59670,2065.0,175.0
2021-10-30,Florida,12,3648943,59670,1666.0,0.0
2021-11-01,Florida,12,3650637,59670,1694.0,0.0
2021-11-02,Florida,12,3652637,59670,2000.0,0.0
2021-11-03,Florida,12,3654441,59670,1804.0,0.0
2021-11-04,Florida,12,3656010,59670,1569.0,0.0
2021-11-05,Florida,12,3657775,60334,1765.0,664.0
2021-11-06,Florida,12,3659255,60334,1480.0,0.0
2021-11-08,Florida,12,3661182,60418,1927.0,84.0
2021-11-09,Florida,12,3662957,60418,1775.0,0.0
2021-11-10,Florida,12,3664403,60418,1446.0,0.0
2021-11-12,Florida,12,3668077,60697,3674.0,279.0
2021-11-13,Florida,12,3669489,60698,1412.0,1.0
2021-11-15,Florida,12,3671481,60845,1992.0,147.0
2021-11-16,Florida,12,3673033,60846,1552.0,1.0
2021-11-17,Florida,12,3674581,60846,1548.0,0.0
2021-11-18,Florida,12,3676634,60846,2053.0,0.0
2021-11-19,Florida,12,3677968,61081,1334.0,235.0
2021-11-20,Florida,12,3679548,61081,1580.0,0.0
2021-11-22,Florida,12,3681204,61147,1656.0,66.0
2021-11-23,Florida,12,3682809,61147,1605.0,0.0
2021-11-24,Florida,12,3684332,61147,1523.0,0.0
2021-11-28,Florida,12,3684999,61147,667.0,0.0
2021-11-29,Florida,12,3689788,61538,4789.0,391.0
2021-11-30,Florida,12,3691420,61548,1632.0,10.0
2021-12-01,Florida,12,3693516,61548,2096.0,0.0
2021-12-02,Florida,12,3695641,61630,2125.0,82.0
2021-12-03,Florida,12,3697624,61701,1983.0,71.0
2021-12-06,Florida,12,3702338,61789,2714.0,88.0
2021-12-07,Florida,12,3704013,61789,1675.0,0.0
2021-12-08,Florida,12,3705899,61789,1886.0,0.0
2021-12-09,Florida,12,3708204,62007,2305.0,218.0
2021-12-10,Florida,12,3710624,62026,2420.0,19.0
2021-12-11,Florida,12,3713214,62026,2590.0,0.0
2021-12-13,Florida,12,3717079,62073,3865.0,47.0
2021-12-14,Florida,12,3720146,62073,3067.0,0.0
2021-12-15,Florida,12,3724273,62074,4127.0,1.0
2021-12-16,Florida,12,3730654,62191,6381.0,117.0
2021-12-17,Florida,12,3739439,62220,8785.0,29.0
2021-12-18,Florida,12,3748148,62220,8709.0,0.0
2021-12-20,Florida,12,3766552,62264,18404.0,44.0
2021-12-21,Florida,12,3779467,62264,12915.0,0.0
2021-12-22,Florida,12,3799661,62264,20194.0,0.0
2021-12-23,Florida,12,3832530,62347,32869.0,83.0
2021-12-24,Florida,12,3864213,62347,31683.0,0.0
2021-12-27,Florida,12,3936170,62389,71957.0,42.0
2021-12-28,Florida,12,3965229,62390,29059.0,1.0
2021-12-29,Florida,12,4012152,62390,46923.0,0.0
2021-12-30,Florida,12,4090000,62480,77848.0,90.0
2021-12-31,Florida,12,4166392,62504,76392.0,24.0
2022-01-04,Florida,12,4360178,62541,193786.0,37.0
2022-01-05,Florida,12,4419665,62542,59487.0,1.0
2022-01-06,Florida,12,4486276,62622,66611.0,80.0
2022-01-07,Florida,12,4563163,62688,76887.0,66.0
2022-01-08,Florida,12,4633077,62688,69914.0,0.0
2022-01-10,Florida,12,4759073,62810,125996.0,122.0
2022-01-11,Florida,12,4806782,62813,47709.0,3.0
2022-01-12,Florida,12,4878524,62819,71742.0,6.0
2022-01-13,Florida,12,4933518,63081,54994.0,262.0
2022-01-14,Florida,12,4992579,63158,59061.0,77.0
2022-01-15,Florida,12,5041918,63158,49339.0,0.0
2022-01-18,Florida,12,5153539,63455,111621.0,297.0
2022-01-19,Florida,12,5196718,63458,43179.0,3.0
2022-01-20,Florida,12,5242386,63569,45668.0,111.0
2022-01-21,Florida,12,5281000,63763,38614.0,194.0
2022-01-22,Florida,12,5303818,63763,22818.0,0.0
2022-01-24,Florida,12,5347828,64002,44010.0,239.0
2022-01-25,Florida,12,5383094,64005,35266.0,3.0
2022-01-26,Florida,12,5420755,64007,37661.0,2.0
2022-01-27,Florida,12,5448288,64635,27533.0,628.0
2022-01-28,Florida,12,5478894,64955,30606.0,320.0
2022-01-29,Florida,12,5501599,64955,22705.0,0.0
2022-01-31,Florida,12,5535803,65265,34204.0,310.0
2022-02-01,Florida,12,5555874,65271,20071.0,6.0
2022-02-02,Florida,12,5572757,65273,16883.0,2.0
2022-02-03,Florida,12,5590369,65993,17612.0,720.0
2022-02-04,Florida,12,5610464,66279,20095.0,286.0
2022-02-05,Florida,12,5629602,66279,19138.0,0.0
2022-02-07,Florida,12,5680958,66463,51356.0,184.0
2022-02-08,Florida,12,5700264,66465,19306.0,2.0
2022-02-09,Florida,12,5713185,66468,12921.0,3.0
2022-02-10,Florida,12,5723066,67322,9881.0,854.0
2022-02-11,Florida,12,5732856,67572,9790.0,250.0
2022-02-12,Florida,12,5741771,67572,8915.0,0.0
2022-02-14,Florida,12,5751104,67910,9333.0,338.0
2022-02-15,Florida,12,5757122,67911,6018.0,1.0
2022-02-16,Florida,12,5763580,67914,6458.0,3.0
2022-02-17,Florida,12,5769916,68572,6336.0,658.0
2022-02-18,Florida,12,5775241,68902,5325.0,330.0
2022-02-19,Florida,12,5780682,68902,5441.0,0.0
2022-02-22,Florida,12,5790325,68955,9643.0,53.0
2022-02-23,Florida,12,5794256,68955,3931.0,0.0
2022-02-24,Florida,12,5797657,69553,3401.0,598.0
2022-02-25,Florida,12,5800599,69790,2942.0,237.0
2022-02-26,Florida,12,5803337,69790,2738.0,0.0
2022-02-28,Florida,12,5806510,70084,3173.0,294.0
2022-03-01,Florida,12,5808620,70247,2110.0,163.0
2022-03-02,Florida,12,5810369,70247,1749.0,0.0
2022-03-03,Florida,12,5812552,70789,2183.0,542.0
2022-03-04,Florida,12,5814521,70997,1969.0,208.0
2022-03-05,Florida,12,5816275,70997,1754.0,0.0
2022-03-07,Florida,12,5818732,71326,2457.0,329.0
2022-03-08,Florida,12,5820320,71326,1588.0,0.0
2022-03-09,Florida,12,5821833,71397,1513.0,71.0
2022-03-10,Florida,12,5823350,71474,1517.0,77.0
2022-03-11,Florida,12,5824728,71860,1378.0,386.0
2022-03-14,Florida,12,5827432,72039,2704.0,179.0
2022-03-15,Florida,12,5828601,72055,1169.0,16.0
2022-03-16,Florida,12,5829817,72246,1216.0,191.0
2022-03-17,Florida,12,5831359,72443,1542.0,197.0
2022-03-18,Florida,12,5832733,72592,1374.0,149.0
2022-03-19,Florida,12,5834058,72704,1325.0,112.0
2022-03-21,Florida,12,5835800,72767,1742.0,63.0
2022-03-22,Florida,12,5836493,72828,693.0,61.0
2022-03-23,Florida,12,5838503,72880,2010.0,52.0
2022-03-24,Florida,12,5840070,72946,1567.0,66.0
2022-03-25,Florida,12,5841469,73027,1399.0,81.0
2022-03-28,Florida,12,5844892,73134,3423.0,107.0
2022-03-29,Florida,12,5846240,73136,1348.0,2.0
2022-03-30,Florida,12,5847587,73138,1347.0,2.0
2022-03-31,Florida,12,5849949,73244,2362.0,106.0
2022-04-01,Florida,12,5851512,73282,1563.0,38.0
2022-04-02,Florida,12,5853175,73290,1663.0,8.0
2022-04-04,Florida,12,5855342,73409,2167.0,119.0
2022-04-05,Florida,12,5856778,73411,1436.0,2.0
2022-04-06,Florida,12,5858937,73456,2159.0,45.0
2022-04-07,Florida,12,5860656,73496,1719.0,40.0
2022-04-08,Florida,12,5862817,73538,2161.0,42.0
2022-04-09,Florida,12,5864866,73555,2049.0,17.0
2022-04-11,Florida,12,5867926,73583,3060.0,28.0
2022-04-12,Florida,12,5870034,73588,2108.0,5.0
2022-04-13,Florida,12,5872586,73622,2552.0,34.0
2022-04-14,Florida,12,5875505,73656,2919.0,34.0
2022-04-15,Florida,12,5878404,73689,2899.0,33.0
2022-04-18,Florida,12,5885218,73738,6814.0,49.0
2022-04-19,Florida,12,5888264,73738,3046.0,0.0
2022-04-20,Florida,12,5891834,73759,3570.0,21.0
2022-04-21,Florida,12,5895595,73789,3761.0,30.0
2022-04-22,Florida,12,5899188,73830,3593.0,41.0
2022-04-25,Florida,12,5908193,73864,9005.0,34.0
2022-04-26,Florida,12,5911764,73869,3571.0,5.0
2022-04-27,Florida,12,5916354,73897,4590.0,28.0
2022-04-28,Florida,12,5920992,73928,4638.0,31.0
2022-04-29,Florida,12,5925668,73948,4676.0,20.0
2022-05-02,Florida,12,5936763,74005,11095.0,57.0
2022-05-03,Florida,12,5941724,74010,4961.0,5.0
2022-05-04,Florida,12,5946185,74008,4461.0,-2.0
2022-05-05,Florida,12,5952643,74039,6458.0,31.0
2022-05-06,Florida,12,5958618,74060,5975.0,21.0
2022-05-07,Florida,12,5964125,74085,5507.0,25.0
2022-05-09,Florida,12,5965411,74108,1286.0,23.0
2022-05-10,Florida,12,5978814,74113,13403.0,5.0
2022-05-11,Florida,12,5986538,74133,7724.0,20.0
2022-05-12,Florida,12,5994350,74158,7812.0,25.0
2022-05-13,Florida,12,5997998,74178,3648.0,20.0
2022-05-16,Florida,12,6021780,74239,23782.0,61.0
2022-05-17,Florida,12,6030141,74241,8361.0,2.0
2022-05-18,Florida,12,6039475,74272,9334.0,31.0
2022-05-19,Florida,12,6049740,74295,10265.0,23.0
2022-05-20,Florida,12,6058248,74330,8508.0,35.0
2022-05-21,Florida,12,6067606,74330,9358.0,0.0
2022-05-23,Florida,12,6081013,74374,13407.0,44.0
2022-05-24,Florida,12,6090530,74378,9517.0,4.0
2022-05-25,Florida,12,6102614,74400,12084.0,22.0
2022-05-26,Florida,12,6114014,74435,11400.0,35.0
2022-05-27,Florida,12,6125115,74466,11101.0,31.0
2022-05-31,Florida,12,6159702,74550,34587.0,84.0
2022-06-01,Florida,12,6169670,74557,9968.0,7.0
2022-06-02,Florida,12,6182874,74588,13204.0,31.0
2022-06-03,Florida,12,6196905,74588,14031.0,0.0
2022-06-04,Florida,12,6208047,74667,11142.0,79.0
2022-06-06,Florida,12,6223573,74715,15526.0,48.0
2022-06-07,Florida,12,6235311,74719,11738.0,4.0
2022-06-08,Florida,12,6247227,74766,11916.0,47.0
2022-06-09,Florida,12,6259362,74818,12135.0,52.0
2022-06-10,Florida,12,6271284,74852,11922.0,34.0
2022-06-11,Florida,12,6282014,74886,10730.0,34.0
2022-06-13,Florida,12,6297767,74948,15753.0,62.0
2022-06-14,Florida,12,6307534,74953,9767.0,5.0
2022-06-15,Florida,12,6320890,75023,13356.0,70.0
2022-06-16,Florida,12,6333646,75087,12756.0,64.0
2022-06-17,Florida,12,6345663,75096,12017.0,9.0
2022-06-21,Florida,12,6383059,75297,37396.0,201.0
2022-06-22,Florida,12,6395154,75337,12095.0,40.0
2022-06-23,Florida,12,6407648,75411,12494.0,74.0
2022-06-24,Florida,12,6419490,75491,11842.0,80.0
2022-06-25,Florida,12,6430582,75574,11092.0,83.0
2022-06-27,Florida,12,6447100,75663,16518.0,89.0
2022-06-28,Florida,12,6447100,75671,0.0,8.0
2022-06-29,Florida,12,6469540,75738,22440.0,67.0
2022-06-30,Florida,12,6482295,75800,12755.0,62.0
2022-07-01,Florida,12,6493977,75891,11682.0,91.0
2022-07-05,Florida,12,6526305,76031,32328.0,140.0
2022-07-06,Florida,12,6534357,76041,8052.0,10.0
2022-07-07,Florida,12,6547636,76119,13279.0,78.0
2022-07-08,Florida,12,6561833,76193,14197.0,74.0
2022-07-11,Florida,12,6590900,76389,29067.0,196.0
2022-07-12,Florida,12,6602374,76404,11474.0,15.0
2022-07-13,Florida,12,6614806,76489,12432.0,85.0
2022-07-14,Florida,12,6628345,76490,13539.0,1.0
2022-07-15,Florida,12,6640046,76662,11701.0,172.0
2022-07-18,Florida,12,6667570,76823,27524.0,161.0
2022-07-19,Florida,12,6679879,76839,12309.0,16.0
2022-07-20,Florida,12,6691964,76922,12085.0,83.0
2022-07-21,Florida,12,6703842,77022,11878.0,100.0
2022-07-22,Florida,12,6716112,77098,12270.0,76.0
2022-07-25,Florida,12,6743157,77273,27045.0,175.0
2022-07-26,Florida,12,6754722,77286,11565.0,13.0
2022-07-27,Florida,12,6765875,77377,11153.0,91.0
2022-07-28,Florida,12,6778523,77377,12648.0,0.0
2022-07-29,Florida,12,6789498,77565,10975.0,188.0
2022-08-01,Florida,12,6815107,77734,25609.0,169.0
2022-08-03,Florida,12,6834572,77823,19465.0,89.0
2022-08-04,Florida,12,6845953,77823,11381.0,0.0
2022-08-05,Florida,12,6855234,78047,9281.0,224.0
2022-08-08,Florida,12,6875931,78236,20697.0,189.0
2022-08-09,Florida,12,6884224,78251,8293.0,15.0
2022-08-10,Florida,12,6892701,78346,8477.0,95.0
2022-08-11,Florida,12,6901581,78447,8880.0,101.0
2022-08-12,Florida,12,6909416,78559,7835.0,112.0
2022-08-15,Florida,12,6926031,78731,16615.0,172.0
2022-08-16,Florida,12,6932972,78749,6941.0,18.0
2022-08-17,Florida,12,6939253,78845,6281.0,96.0
2022-08-18,Florida,12,6945453,78939,6200.0,94.0
2022-08-19,Florida,12,6954834,79017,9381.0,78.0
2022-08-22,Florida,12,6971052,79236,16218.0,219.0
2022-08-23,Florida,12,6977905,79243,6853.0,7.0
2022-08-24,Florida,12,6984510,79366,6605.0,123.0
2022-08-25,Florida,12,6991770,79450,7260.0,84.0
2022-08-26,Florida,12,6998561,79573,6791.0,123.0
2022-08-29,Florida,12,7012997,79782,14436.0,209.0
2022-08-30,Florida,12,7019198,79770,6201.0,-12.0
2022-08-31,Florida,12,7025348,79853,6150.0,83.0
2022-09-01,Florida,12,7031906,79955,6558.0,102.0
2022-09-02,Florida,12,7037431,80027,5525.0,72.0
2022-09-06,Florida,12,7051414,80209,13983.0,182.0
2022-09-08,Florida,12,7061296,80305,9882.0,96.0
2022-09-09,Florida,12,7066234,80386,4938.0,81.0
2022-09-12,Florida,12,7075348,80562,9114.0,176.0
2022-09-13,Florida,12,7078943,80564,3595.0,2.0
2022-09-14,Florida,12,7082717,80647,3774.0,83.0
2022-09-15,Florida,12,7086085,80716,3368.0,69.0
2022-09-16,Florida,12,7089180,80782,3095.0,66.0
2022-09-19,Florida,12,7095615,80949,6435.0,167.0
2022-09-20,Florida,12,7098315,80954,2700.0,5.0
2022-09-21,Florida,12,7101223,81007,2908.0,53.0
2022-09-22,Florida,12,7103981,81077,2758.0,70.0
2022-09-23,Florida,12,7106653,81139,2672.0,62.0
2022-09-26,Florida,12,7111541,81260,4888.0,121.0
2022-09-27,Florida,12,7114122,81261,2581.0,1.0
2022-09-28,Florida,12,7116097,81308,1975.0,47.0
2022-09-29,Florida,12,7117429,81369,1332.0,61.0
2022-09-30,Florida,12,7118498,81416,1069.0,47.0
2022-10-03,Florida,12,7122146,81454,3648.0,38.0
2022-10-04,Florida,12,7123858,81464,1712.0,10.0
2022-10-05,Florida,12,7125785,81533,1927.0,69.0
2022-10-06,Florida,12,7127263,81606,1478.0,73.0
2022-10-07,Florida,12,7129245,81661,1982.0,55.0
2022-10-11,Florida,12,7134231,81764,4986.0,103.0
2022-10-12,Florida,12,7135916,81807,1685.0,43.0
2022-10-13,Florida,12,7137526,81865,1610.0,58.0
2022-10-14,Florida,12,7139149,81910,1623.0,45.0
2022-10-17,Florida,12,7142502,82021,3353.0,111.0
2022-10-18,Florida,12,7144141,82025,1639.0,4.0
2022-10-19,Florida,12,7145833,82065,1692.0,40.0
2022-10-21,Florida,12,7149300,82176,3467.0,111.0
2022-11-04,Florida,12,7172457,82541,23157.0,365.0
2022-11-18,Florida,12,7195943,82875,23486.0,334.0
2022-12-02,Florida,12,7226875,83100,30932.0,225.0
2022-12-09,Florida,12,7226875,83200,0.0,100.0
2022-12-16,Florida,12,7269428,83606,42553.0,406.0
2022-12-30,Florida,12,7269428,83911,0.0,305.0
2023-01-06,Florida,12,7350177,84176,80749.0,264.0
2023-01-20,Florida,12,7400419,84927,50242.0,751.0
2023-02-03,Florida,12,7440322,85710,39903.0,783.0
2023-02-17,Florida,12,7473371,86294,33049.0,584.0
2023-03-03,Florida,12,7531055,86850,57684.0,556.0
2023-03-17,Florida,12,7542869,87141,11814.0,291.0
